latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
37.21646,-119.43375,295.8,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,276.8,3.8,N
37.2113,-119.43545,332.3,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,278.8,3.8,N
37.21102,-119.43114,367.0,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,282.5,3.8,N
37.21074,-119.42679,299.1,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,276.5,6.4,N
37.21019,-119.41848,313.2,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,276.8,2.5,N
37.20995,-119.41471,298.7,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,275.9,2.5,N
36.29659,-112.10397,297.1,0.4,0.4,2017-12-05,906,N,nominal,1.0NRT,264.1,2.1,N
36.28959,-112.10558,304.7,0.4,0.4,2017-12-05,906,N,nominal,1.0NRT,265.8,2.5,N
36.28897,-112.10078,302.1,0.4,0.4,2017-12-05,906,N,nominal,1.0NRT,265.9,1.3,N
36.28547,-112.10155,307.2,0.4,0.4,2017-12-05,906,N,nominal,1.0NRT,265.6,1.3,N
36.92406,-120.23134,314.0,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,270.2,1.5,N
36.7813,-119.53312,299.7,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,274.7,0.5,N
36.35662,-114.91341,296.1,0.4,0.4,2017-12-05,906,N,nominal,1.0NRT,274.7,1.0,N
36.35618,-114.90911,295.4,0.4,0.4,2017-12-05,906,N,nominal,1.0NRT,274.7,0.6,N
36.76443,-120.23806,297.0,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,271.5,0.9,N
36.76402,-120.23483,301.2,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,272.0,1.0,N
36.688,-120.53231,301.6,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,273.7,0.5,N
36.64825,-120.6171,300.8,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,275.7,1.0,N
36.64267,-120.61758,308.6,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,274.9,1.0,N
35.51737,-113.31458,311.8,0.5,0.4,2017-12-05,906,N,nominal,1.0NRT,271.1,2.4,N
33.46054,-101.82013,302.5,0.5,0.5,2017-12-05,906,N,nominal,1.0NRT,273.2,1.6,N
34.60762,-117.33628,300.8,0.5,0.5,2017-12-05,906,N,nominal,1.0NRT,274.6,1.5,N
34.45518,-119.12537,298.3,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,282.2,45.5,N
34.4546,-119.1179,315.2,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,283.4,72.1,N
34.45137,-119.14154,339.8,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,288.3,18.8,N
34.45083,-119.13448,345.9,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,294.3,45.5,N
34.45027,-119.12724,346.0,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,289.7,45.5,N
34.4497,-119.11988,332.6,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,318.5,72.1,N
34.44645,-119.14317,342.9,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,289.1,11.4,N
34.44589,-119.13606,352.7,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,305.0,25.7,N
34.44535,-119.12902,346.3,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,288.8,25.7,N
34.4448,-119.12182,342.6,0.6,0.6,2017-12-05,906,N,nominal,1.0NRT,290.5,9.0,N
